Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,St. Martin (French part),MAF,162.973,160.21,156.29,161.757,159.874,162.469,151.388,149.633,140.658,140.407,137.42,119.136,126.217,124.128,121.857,119.626,117.555,115.401,113.284,111.32,109.388,107.49,105.623,103.788,101.983,100.21,98.466,96.853,95.103,93.442,91.808,94.853,85.358,86.099,76.385,84.043,82.658,85.668,75.545,78.462,77.166,75.136,73.953,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,St. Vincent and the Grenadines,VCT,195.31,195.114,197.198,190.57,189.795,186.882,189.293,185.549,191.814,190.399,198.204,193.142,193.338,192.199,199.395,197.025,210.421,214.179,216.336,220.755,221.431,215.792,215.203,209.44,197.321,192.86,187.723,178.362,177.617,175.37,180.775,182.05,190.371,191.859,185.953,184.809,184.511,181.576,181.41,196.821,200.814,245.183,256.369,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Sudan,SDN,338.678,338.4,333.423,439.917,478.193,476.278,430.27,622.925,775.979,493.275,488.297,480.209,580.898,567.705,329.081,450.328,449.422,441.579,540.323,350.351,329.293,331.723,328.501,350.964,388.144,378.963,310.866,297.242,300.94,276.558,269.744,269.648,263.959,275.049,265.934,257.011,257.01,245.263,243.16,241.127,244.205,252.755,249.215,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Suriname,SUR,331.7,329.38,328.181,327.855,325.636,325.204,337.962,336.45,334.314,318.604,317.303,315.402,315.309,310.671,306.393,308,305.323,304.528,310.791,315.515,316.678,317.951,319.758,320.482,306.713,297.957,289.897,281.134,272.827,263.841,261.45,262.864,265.425,266.785,264.791,248.34,233.877,221.756,220.823,225.85,220.551,245.894,247.547,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Sweden,SWE,142.069,137.666,133.925,129.95,128.071,126.674,125.549,125.485,122.28,117.448,114.392,115.134,107.173,106.084,102.547,99.434,94.483,93.164,90.303,89.98,87.232,87.822,84.604,82.312,81.84,79.604,77.773,77.631,75.892,74.488,71.863,70.821,68.068,67.302,66.376,66.933,63.956,63.288,62.062,58.136,60.859,59.257,56.846,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Switzerland,CHE,145.031,143.991,144.644,140.457,135.569,132.011,129.969,130.388,127.167,127.624,126.484,129.704,126.173,119.107,118.902,117.692,108.872,107.232,103.954,97.252,99.439,94.505,91.8,90.441,87.49,84.241,79.749,78.545,75.467,75.903,71.146,68.348,66.999,66.885,63.344,62.284,58.204,60.213,57.573,54.626,56.763,56.868,56.131,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Syrian Arab Republic,SYR,212.434,264.54,355.637,195.785,177.776,181.261,176.378,179.172,174.934,176.394,178.346,180.207,175.66,179.889,183.078,180.552,184.15,187.491,190.926,191.859,188.429,172.674,169.33,163.666,159.109,155.14,149.164,145.525,147.623,143.861,143.385,158.045,297.161,360.456,370.663,329.561,311.689,314.962,257.877,204.403,183.774,178.157,199.417,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Tajikistan,TJK,273.349,276.775,273.59,276.253,276.816,276.406,271.92,270.025,272.711,272.604,276.222,284.78,499,580,401.545,330.101,335.057,314.08,294.607,273.031,270.24,255.03,248.079,240.887,239.979,235.625,231.244,229.437,222.226,217.304,227.043,221.708,211.706,205.162,204.222,200.803,197.429,191.337,182.709,174.475,215.616,162.754,175.422,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Tanzania,TZA,383.19,380.594,378.021,378.285,380.196,380.67,380.169,383.214,382.623,393.689,401.064,413.402,425.604,430.594,439.019,439.353,443.643,445.877,445.723,438.642,433.947,429.795,427.391,413.059,406.905,400.133,398.989,396.026,389.278,375.987,361.914,349.568,333.244,318.49,302.08,285.557,270.231,257.16,247.018,240.126,247.468,252.891,245.878,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Thailand,THA,315.185,308.02,298.021,288.486,276.272,265.312,254.898,241.39,241.362,239.38,239.381,239.273,240.623,242.547,244.206,255.287,247.879,235.434,230.484,235.382,239.769,236.803,234.362,233.309,235.317,228.565,217.884,217.024,214.673,210.878,208.038,205.255,201.86,198.905,195.382,192.257,190.615,185.927,182.856,178.684,174.223,170.774,170.13,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Timor-Leste,TLS,873.44,865.247,856.022,847.878,833.272,827.558,821.05,810.18,804.228,466.888,455.283,458.316,443.058,433.587,419.818,422.733,415.994,412.276,414.585,522.986,306.146,297.362,288.512,280.295,272.174,264.367,255.65,248.537,242.043,236.123,230.99,226.472,222.413,218.741,214.904,210.56,206.658,202.873,199.551,196.525,191.889,204.538,189.894,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Togo,TGO,344.496,342.141,339.73,336.499,334.461,334.278,332.346,330.686,327.032,328.962,327.611,331.195,328.743,332.135,338.699,342.416,343.458,346.445,347.925,342.587,344.678,342.839,337.828,334.241,336.039,331.631,326.945,325.592,321.114,321.418,314.544,305.95,305.804,299.149,299.185,293.381,293.505,287.325,289.905,282.895,282.978,277.337,275.851,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Tonga,TON,319.849,317.879,317.987,316.155,314.824,312.421,310.78,309.124,307.425,305.645,303.751,301.448,299.186,296.69,293.958,291.137,287.989,284.068,281.257,277.737,273.926,269.741,265.489,261.938,257.949,254.364,251.366,247.682,245.224,246.325,242.812,242.122,241.005,239.685,238.599,237.489,236.478,235.438,234.26,232.709,231.988,230.48,227.862,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Trinidad and Tobago,TTO,244.4,241.88,251.75,240.506,248.028,249.719,235.612,242.782,232.191,237.931,233.07,229.296,235.144,229.279,240.087,224.957,234.76,229.242,231.34,239.295,234.42,230.577,225.532,236.211,221.191,220.973,216.5,213.869,221.975,204.012,208.72,199.207,193.267,192.561,191.268,190.831,193.667,195.483,204.26,196.468,191.959,206.713,190.175,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Tunisia,TUN,205.14,196.492,190.637,182.486,175.553,169.11,161.823,154.885,144.439,150.147,149.817,149.225,149.119,146.478,143.696,143.157,141.201,139.221,141.088,137.934,137.348,136.824,136.263,135.547,134.77,134.12,133.532,133.116,132.214,131.749,131.062,131.615,129.772,129.013,129.155,128.758,129.155,127.499,126.776,125.936,132.71,149.819,143.233,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Turkiye,TUR,241.595,239.358,234.81,232.291,230.132,226.873,223.039,219.357,216.021,213.322,209.484,205.786,206.129,203.546,201.604,201.456,194.157,189.317,182.742,186.158,173.652,170.674,167.93,165.838,162.806,161.01,157.944,154.785,152.619,148.468,144.366,146.755,137.27,129.115,124.841,124.737,126.475,118.718,113.626,110.797,130.644,126.784,105.386,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Turkmenistan,TKM,301.376,296.796,299.132,295.784,293.254,290.184,285.38,281.802,281.971,283.031,284.337,283.487,289.104,290.724,292.42,295.984,296.692,298.486,291.625,288.156,281.694,281.792,281.17,279.637,279.67,281.327,278.415,272.139,261.535,251.52,245.8,240.82,235.903,235.824,240.435,236.782,233.73,232.364,235.944,233.645,233.615,225.5,230.124,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Turks and Caicos Islands,TCA,240.594,243.714,242.625,236.208,230.219,227.431,226.691,221.674,218.95,226.998,242.683,243.118,230.176,219.839,219.568,206.365,179.576,152.597,140.506,133.539,128.986,124.031,121.006,120.926,118.159,115.086,113.346,112.738,113.109,111.379,113.543,112.459,109.403,109.138,110.979,112.958,116.886,120.802,124.832,128.163,130.348,137.733,133.891,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Tuvalu,TUV,368.75,368,367.799,368.11,369.107,369.301,371.697,375.55,375.695,370.794,364.824,356.132,367.872,331.459,323.738,319.428,317.626,315.548,317.009,319.543,321.703,324.656,328.394,331.525,334.67,337.954,341.981,348.482,355.095,360.079,363.737,368.039,371.753,374.624,377.276,379.458,381.188,382.652,383.336,384.691,384.654,382.942,374.681,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Uganda,UGA,546.552,545.218,577.041,578.946,583.852,553.971,561.272,505.909,506.938,517.336,518.796,530.246,534.562,541.674,548.452,545.718,549.634,543.118,546.961,539.299,531.873,523.235,514.479,498.951,476.879,453.285,436.252,426.117,424.685,423.453,419.24,405.145,396.93,384.237,368.953,360.018,359.046,345.963,338.271,334.728,337.48,345.11,325.655,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Ukraine,UKR,291.776,291.492,291,293.65,302.317,298.429,272.01,279.618,282.053,287.81,299.371,316.626,330.076,345.058,359.175,378.317,373.737,363.21,346.816,355.392,364.962,360.336,362.892,363.378,363.588,371.301,357.638,357.811,351.018,320.03,306.061,287.688,280.559,273.44,267.209,247.382,230.95,223.905,228.472,224.302,260.366,281.817,343.714,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,United Arab Emirates,ARE,202.161,195.252,189.573,189.068,182.875,181.839,180.959,174.649,174.921,174.098,173.458,166.917,166.363,166.485,166.381,165.748,163.002,160.85,159.049,147.54,133.12,129.939,126.548,103.501,100.708,98,95.227,92.835,90.399,88.043,85.646,83.394,80.672,78.858,76.298,73.993,72.596,70.841,69.448,68.244,70.319,70.961,68.333,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,United Kingdom,GBR,161.793,157.789,153.708,149.983,145.223,143.619,141.297,137.5,134.77,130.522,129.27,126.785,122.738,122.623,118.108,118.726,116.981,114.328,113.608,112.402,108.445,107.221,105.896,103.807,99.554,97.444,99.258,97.559,96.722,94.258,91.112,87.285,83.932,85.183,83.899,84.576,85.661,84.604,87.127,85.252,94.184,97.839,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,United States,USA,194.955,190.25,183.148,179.711,177.94,178.088,177.915,176.195,176.244,174.804,172.059,170.606,168.459,170.257,169.025,166.964,158.008,149.441,145.506,144.774,143.926,144.307,144.378,143.909,140.559,141.969,141.119,138.605,136.811,134.966,131.884,132.138,131.345,131.259,131.878,134.303,138.505,139.215,137.524,136.83,162.991,180.758,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Uruguay,URY,210.118,206.752,203.292,200.082,197.433,195.621,194.643,194.238,194.137,194.064,193.747,193.093,192.203,191.179,190.115,189.088,188.032,186.729,184.945,182.445,179.027,174.816,170.307,165.956,162.217,159.501,157.811,156.934,156.48,156.186,155.692,154.83,153.588,151.98,150.023,147.774,145.642,144.34,144.882,148.377,137.903,172.016,140.742,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Uzbekistan,UZB,266.642,264.594,261.945,261.009,261.563,260.503,257.385,258.274,259.35,258.67,257.217,261.758,261.367,266.156,269.566,273.026,272.749,273.766,269.821,265.461,262.071,259.251,253.417,250.346,250.016,246.69,240.662,236.854,229.406,229.156,222.358,216.71,214.592,217.965,216.009,212.748,208.045,205.283,202.509,198.13,211.749,204.122,194.411,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Vanuatu,VUT,318.573,313.132,309.722,304.702,300.264,294.543,286.332,288.12,273.245,273.944,269.927,253.662,253.147,249.642,247.56,244.69,224.089,223.155,222.57,225.141,219.139,217.1,213.598,212.565,211.218,209.392,207.131,204.957,203.255,201.547,201.659,203.17,203.876,203.781,203.275,203.549,203.787,205.447,204.423,204.953,186.374,187.403,198.814,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Venezuela, RB",VEN,207.548,198.665,195.988,189.887,185.455,183.751,178.182,179.257,178.548,180.506,176.242,175.967,177.481,178.895,182.412,178.612,180,175.404,181.31,189.063,195.266,221.031,198.731,214.833,207.583,207.959,214.131,213.088,227.367,225.418,219.875,218.844,219.393,213.76,219.511,216.575,236.354,233.103,234.512,230.673,241.044,248.498,242.597,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Viet Nam,VNM,247.745,238.483,236.291,237.262,236.49,229.92,230.253,223.284,226.27,221.16,222.826,217.26,219.486,214.066,215.601,209.287,209.642,203.394,202.88,202.35,201.342,200.196,199.725,198.534,197.621,195.355,195.422,194.64,196.109,194.32,194.181,191.475,191.451,190.298,189.624,189.953,189.793,188.581,189.048,187.339,163.167,183.997,181.797,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Virgin Islands (U.S.),VIR,254.299,252.31,241.482,237.626,235.358,232.521,229.692,227.082,216.631,213.016,210.423,208.941,206.267,203.914,201.96,200.85,198.143,208.386,204.39,206.664,201.22,196.578,190.571,187.27,187.155,183.141,193.336,203.356,201.469,201.372,198.101,192.962,194.944,195.721,196.57,187.008,186.824,190.865,190.63,191.042,191.273,195.151,190.398,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,206.704,201.029,199.672,199.205,185.466,184.193,176.082,169.877,166.947,164.226,188.48,215.617,176.533,183.375,185.417,157.104,170.039,167.078,159.723,157.599,150.895,148.312,145.932,129.616,174.357,126.21,126.479,122.408,130.484,118.03,128.515,142.072,142.898,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Yemen, Rep.",YEM,361.268,352.983,347.267,334.292,324.87,317.039,427.312,303.854,297.54,292.574,287.02,287.426,281.454,274.982,289.574,268.755,269.447,262.168,262.117,255.63,249.175,242.066,234.373,227.823,221.636,216.518,215.974,208.757,202.85,205.897,205.852,202.989,204.186,198.582,202.947,251.912,245.338,250.734,298.319,277.88,277.098,294.032,296.054,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Zambia,ZMB,336.902,339.906,345.743,351.525,362.83,377.739,391.961,405.149,418.511,439.283,454.94,475.912,494.483,510.323,523.296,543.414,560.795,573.372,583.56,588.039,586.168,581.839,571.009,558.619,538.952,524.655,511.604,500.375,485.06,454.395,433.573,413.363,390.087,369.481,357.175,349.496,339.031,335.96,329.797,321.702,333.068,368.647,359.558,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Zimbabwe,ZWE,315.598,314.793,312.529,316.3,310.081,312.658,316.937,335.398,347.709,375.223,396.182,419.333,457.506,500.799,544.146,596.056,622.404,652.455,688.327,727.638,733.171,774.859,728.765,744.545,726.949,714.677,700.907,684.202,662.139,641.974,593.694,544.86,501.956,465.986,435.075,419.827,409.21,405.925,391.373,400.483,412.647,456.323,449.363,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 09/19/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Aggregation method,Statistical concept and methodology,Development relevance,License URL
SP.DYN.AMRT.MA,CC BY-4.0,"Mortality rate, adult, male (per 1,000 male adults)","Adult mortality rate, male, is the probability of dying between the ages of 15 and 60--that is, the probability of a 15-year-old male dying before reaching age 60, if subject to age-specific mortality rates of the specified year between those ages.","(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",Health: Mortality,Annual,Weighted average,"The main sources of mortality data are vital registration systems and direct or indirect estimates based on sample surveys or censuses. A "complete" vital registration system - covering at least 90 percent of vital events in the population - is the best source of age-specific mortality data. Where reliable age-specific mortality data are available, life tables can be constructed from age-specific mortality data, and adult mortality rates can be calculated from life tables.","Mortality rates for different age groups (infants, children, and adults) and overall mortality indicators (life expectancy at birth or survival to a given age) are important indicators of health status in a country. Because data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. And they are among the indicators most frequently used to compare socioeconomic development across countries.",https://datacatalog.worldbank.org/public-licenses#cc-by
